Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,1/30/20 21:30,5806,204,116
Zhejiang,Mainland China,1/30/20 21:30,537,,9
Guangdong,Mainland China,1/30/20 21:30,393,,11
Henan,Mainland China,1/30/20 21:30,352,2,3
Hunan,Mainland China,1/30/20 21:30,332,,2
Jiangxi,Mainland China,1/30/20 21:30,240,,7
Anhui,Mainland China,1/30/20 21:30,237,,3
Chongqing,Mainland China,1/30/20 21:30,206,,1
Shandong,Mainland China,1/30/20 21:30,178,,2
Sichuan,Mainland China,1/30/20 21:30,177,1,1
Jiangsu,Mainland China,1/30/20 21:30,168,,2
Shanghai,Mainland China,1/30/20 21:30,128,1,9
Beijing,Mainland China,1/30/20 21:30,121,1,5
Fujian,Mainland China,1/30/20 21:30,101,,
Guangxi,Mainland China,1/30/20 21:30,87,,2
Hebei,Mainland China,1/30/20 21:30,82,1,
Yunnan,Mainland China,1/30/20 21:30,76,,
Shaanxi,Mainland China,1/30/20 21:30,87,,
Heilongjiang,Mainland China,1/30/20 21:30,59,2,
Hainan,Mainland China,1/30/20 21:30,50,1,1
Liaoning,Mainland China,1/30/20 21:30,45,,1
Shanxi,Mainland China,1/30/20 21:30,39,,1
Tianjin,Mainland China,1/30/20 21:30,32,,
Gansu,Mainland China,1/30/20 21:30,29,,
Ningxia,Mainland China,1/30/20 21:30,21,,1
Inner Mongolia,Mainland China,1/30/20 21:30,20,,
Xinjiang,Mainland China,1/30/20 21:30,17,,
Guizhou,Mainland China,1/30/20 21:30,15,,1
Jilin,Mainland China,1/30/20 21:30,14,,1
Hong Kong,Hong Kong,1/30/20 21:30,12,,
Taiwan,Taiwan,1/30/20 21:30,9,,
Qinghai,Mainland China,1/30/20 21:30,8,,
Macau,Macau,1/30/20 21:30,7,,
Tibet,Mainland China,1/30/20 21:30,1,,
Washington,US,1/30/20 21:30,1,,
Illinois,US,1/30/20 21:30,2,,
California,US,1/30/20 21:30,2,,
Arizona,US,1/30/20 21:30,1,,
,Japan,1/30/20 21:30,11,,1
,Thailand,1/30/20 21:30,14,,5
,South Korea,1/30/20 21:30,6,,
,Singapore ,1/30/20 21:30,10,,
,Vietnam,1/30/20 21:30,2,,
,France,1/30/20 21:30,5,,
,Nepal,1/30/20 21:30,1,,
,Malaysia ,1/30/20 21:30,8,,
Ontario,Canada,1/30/20 21:30,2,,
British Columbia,Canada,1/30/20 21:30,1,,
,Cambodia,1/30/20 21:30,1,,
,Sri Lanka,1/30/20 21:30,1,,
New South Wales,Australia,1/30/20 21:30,4,,2
Victoria,Australia,1/30/20 21:30,2,,
Queensland,Australia,1/30/20 21:30,3,,
Bavaria,Germany,1/30/20 21:30,4,,
,Finland,1/30/20 21:30,1,,
,United Arab Emirates,1/30/20 21:30,4,,
,Philippines,1/30/20 21:30,1,,
,India,1/30/20 21:30,1,,
,Italy,1/30/20 21:30,2,,
